gymId,gymAddress,gymName,gymImgURL,operationTime,area,contact,shower,parking,tutoring,homepage,detail
688426394,"서울 서대문구 창천동 20-25","피커스 신촌점",NULL,NULL,0,,0,0,0,NULL,NULL
690907860,"서울 영등포구 양평동4가 277-1",서종국클라이밍짐,NULL,NULL,0,02-2676-1932,0,0,0,NULL,NULL
691364255,"울산 남구 달동 1287-8","등반세계 달동점",NULL,NULL,0,,0,0,0,NULL,NULL
692029814,"강원특별자치도 춘천시 칠전동 산 97",춘클릿지,NULL,NULL,0,,0,0,0,NULL,NULL
719413377,"전남 광양시 중동 1636-9",다노클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
720525273,"전남 곡성군 곡성읍 읍내리 129-1",꿈놀자트리클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
732745497,"충북 청주시 청원구 내수읍 내수리 101",청주국제스포츠클라이밍센터,NULL,NULL,0,043-270-7393,0,0,0,NULL,NULL
767092140,"경기 화성시 반송동 59","동탄센트럴파크 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
768248324,"서울 마포구 망원동 420-1",망원클라이밍피트니스,NULL,NULL,0,,0,0,0,NULL,NULL
768810860,"서울 강남구 대치동 1010-1",강남스포츠클라이밍센터,NULL,NULL,0,,0,0,0,NULL,NULL
7814609,"서울 노원구 상계동 113-2",당고개인공암벽장,NULL,NULL,0,02-2116-3966,0,0,0,NULL,NULL
78694546,"서울 마포구 동교동 167-2","더클라임 연남점",NULL,NULL,0,02-2088-5071,0,0,0,NULL,NULL
791709183,"경기 성남시 중원구 성남동 4123","클라임 어스",NULL,NULL,0,031-753-5962,0,0,0,NULL,NULL
792588420,"부산 기장군 정관읍 매학리 715-6",리버스락,NULL,NULL,0,010-7655-3495,0,0,0,NULL,NULL
795490276,"경기 수원시 장안구 천천동 557-4",서수원클라이밍센터,NULL,NULL,0,031-244-9333,0,0,0,NULL,NULL
805308160,"경남 창원시 의창구 사림동 57-3",핫클라이밍짐,NULL,NULL,0,010-7567-9982,0,0,0,NULL,NULL
805942914,"인천 강화군 불은면 삼성리 1068-1",강화클라이밍,NULL,NULL,0,032-937-7481,0,0,0,NULL,NULL
807578478,"서울 강남구 역삼동 823-14","더클라임 강남점",NULL,NULL,0,02-566-8821,0,0,0,NULL,NULL
807821546,"서울 동대문구 제기동 682-22","웨어하우스 볼더링",NULL,NULL,0,,0,0,0,NULL,NULL
8146097,"서울 중구 필동3가 28-19","권영세 클라이밍센터",NULL,NULL,0,02-2275-5015,0,0,0,NULL,NULL
828681079,"경남 김해시 외동 1264",홀드야미클라이밍,NULL,NULL,0,055-312-9578,0,0,0,NULL,NULL
841885464,"서울 종로구 종로5가 182-12",그리벨코리아,NULL,NULL,0,02-2271-4807,0,0,0,NULL,NULL
850543972,"서울 영등포구 문래동3가 55-16","서울숲클라이밍 영등포점",NULL,NULL,0,010-6686-2700,0,0,0,NULL,NULL
8642281,"인천 계양구 계산동 18-17","인천 계양클라이밍센터",NULL,NULL,0,032-554-5014,0,0,0,NULL,NULL
873164477,"부산 동래구 사직동 92-8",죠스클라이밍,NULL,NULL,0,,0,0,0,NULL,NULL
876554869,"인천 서구 청라동 162-11","클라임스퀘어 청라점",NULL,NULL,0,032-721-5014,0,0,0,NULL,NULL
881166736,"경기 시흥시 은행동 601-302",볼더가든,NULL,NULL,0,031-313-0713,0,0,0,NULL,NULL
891095074,"강원특별자치도 동해시 천곡동 363-1","동해웰빙레포츠타운 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
893297359,"서울 노원구 상계동 730-5",비숍클라이밍,NULL,NULL,0,02-936-0515,0,0,0,NULL,NULL
924214472,"경기 수원시 영통구 매탄동 897","수원 크럭스존",NULL,NULL,0,031-234-5621,0,0,0,NULL,NULL
929668905,"경기 시흥시 목감동 414-2","클라임잇 클라이밍 목감점",NULL,NULL,0,010-7208-1050,0,0,0,NULL,NULL
931865140,"인천 연수구 송도동 176-5","디스커버리 클라임스퀘어 송도점",NULL,NULL,0,1533-5014,0,0,0,NULL,NULL
944784776,"인천 연수구 송도동 12-1","인천대학교 인공암벽장",NULL,NULL,0,,0,0,0,NULL,NULL
953399573,"서울 강남구 도곡동 957-11","더클라임 양재점",NULL,NULL,0,02-576-8821,0,0,0,NULL,NULL
956081122,"서울 영등포구 영등포동6가 148",알레클라이밍,NULL,NULL,0,070-8862-2018,0,0,0,NULL,NULL
963156713,"서울 마포구 서교동 353-5","더클라임 홍대점",NULL,NULL,0,02-332-5014,0,0,0,NULL,NULL
9702970,"경기 용인시 기흥구 영덕동 1005",경기레포츠클라이밍,NULL,NULL,0,031-233-7467,0,0,0,NULL,NULL
976582930,"경남 창원시 마산회원구 양덕동 95-7","비스타 클라이밍짐",NULL,NULL,0,,0,0,0,NULL,NULL
977515006,"전남 목포시 석현동 524",나루터클라이밍짐,NULL,NULL,0,061-287-5020,0,0,0,NULL,NULL
992376105,"인천 연수구 송도동 173-3","비블럭클라이밍 송도점",NULL,NULL,0,032-716-5837,0,0,0,NULL,NULL
995214523,"부산 해운대구 좌동 395-3","부산클라이밍 해운대센터",NULL,NULL,0,051-867-8848,0,0,0,NULL,NULL
